store_id,store_name,genre,rate,review_cnt,store_url,address,latitude,longitude,business_hours,reserve,dinner_budget,lunch_budget,opened
17001063,ボングー,パン、ケーキ,3.17,31,https://tabelog.com/ishikawa/A1701/A170102/17001063/,石川県/河北郡内灘町/字向陽台1丁目213,36.6391866371109,136.63675062625452,月・火・金・土・日/07:00 - 19:00/水・木/定休日,予約可,-,-,
17000398,和乃食はねや,日本料理,3.16,39,https://tabelog.com/ishikawa/A1701/A170102/17000398/,石川県/河北郡内灘町/向陽台/1-12,36.635381936306956,136.6336341950565,月/11:20 - 14:20/L.O. 14:00/火/11:20 - 14:00/L.O. 13:40/水・木・金・土・日/11:20 - 14:00/L.O. 13:40/17:30 - 21:50/L.O. 21:30/祝日・祝前日/11:20 - 14:20/L.O. 14:00/17:00 - 21:20/L.O. 21:00 ■ 定休日/無休 (年末年始を除く),予約可,"￥5,000～￥5,999","￥1,000～￥1,999",1999年7月1日
17008548,内灘サンセットパーク,道の駅,3.13,20,https://tabelog.com/ishikawa/A1701/A170102/17008548/,石川県/河北郡内灘町/字大学1-4-1,36.65892263629697,136.6492531952833,09:00 - 18:00 ■ 定休日/年中無休(年末年始のみ休み),予約不可,-,-,
17013526,Horita PICNIC,弁当、カフェ,0.0,17,https://tabelog.com/ishikawa/A1701/A170102/17013526/,石川県/河北郡内灘町/大学/1-4-1/道の駅 内灘サンセットパーク,36.659292237101994,136.64888079644905,,予約不可,-,-,
17014597,Maison de Ako,ビストロ,0.0,8,https://tabelog.com/ishikawa/A1701/A170102/17014597/,石川県/河北郡内灘町/向陽台/1-17-1,36.6357019771122,136.6338816662213,火・水・木・日/10:30 - 15:00/L.O. 料理14:00/金・土/18:00 - 23:00/月/定休日,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",2024年4月
17010468,樫田堂 内灘店,和菓子、大福,3.04,3,https://tabelog.com/ishikawa/A1701/A170102/17010468/,石川県/河北郡内灘町/旭ヶ丘112-2,36.62994341711529,136.6320986561644,月・火・水・金・土・日/09:00 - 17:00/木/定休日 ■ 定休日/不定休(SNSにて告知),,-,-,2015年4月11日
17008665,あさ井,和菓子,3.03,2,https://tabelog.com/ishikawa/A1701/A170102/17008665/,石川県/河北郡内灘町/旭ヶ丘285,36.631428827115116,136.6345165361777,月・水・木・金・土・日/09:00 - 18:30/火/定休日,,-,-,
17003367,はますけ,レストラン,3.36, - ,https://tabelog.com/ishikawa/A1701/A170102/17003367/,石川県/河北郡内灘町/旭ケ丘/225,36.63013438711561,136.63346991616535,,,-,-,
17009242,らーめん la.la.la.,ラーメン,3.34,84,https://tabelog.com/ishikawa/A1701/A170102/17009242/,石川県/河北郡内灘町/向粟崎/5-247/ミリオン内灘店,36.63670617827925,136.6400746800854,火・水・木・金・土・日/11:30 - 14:30/17:30 - 21:30/L.O. 21:00/月/定休日 第三火曜日定休,予約不可,～￥999,"￥1,000～￥1,999",2014年10月23日
17000176,ミンライ,中華料理、ラーメン,3.33,59,https://tabelog.com/ishikawa/A1701/A170102/17000176/,石川県/河北郡内灘町/向陽台/1-1-4,36.63491698711254,136.6333782062137,月・火・水・木・金・土/11:25 - 14:00/日/定休日,予約可,"￥1,000～￥1,999","￥1,000～￥1,999",
17001070,夢ミルク館,ジェラート・アイスクリーム,3.25,49,https://tabelog.com/ishikawa/A1701/A170102/17001070/,石川県/河北郡内灘町/湖西/243,36.66841713710623,136.6803730965192,■10:00～17:00(pm5時まで）/■11月・２月は16：00(pm4時まで)/(2月は土日祝のみ営業),予約不可,-,-,
17013529,八百屋のスイーツ Horita 205 内灘店,ケーキ、ソフトクリーム、カフェ,3.21,31,https://tabelog.com/ishikawa/A1701/A170102/17013529/,石川県/河北郡内灘町/字大学1-4-1,36.65931505710203,136.64901655644923,09:00 - 19:00,,-,"￥1,000～￥1,999",
17001088,はづ貴,カレー、食堂,3.21,51,https://tabelog.com/ishikawa/A1701/A170102/17001088/,石川県/河北郡内灘町/鶴ヶ丘4-1-159,36.644081636302396,136.6366788951422,火・水・木・金・土・日/11:00 - 15:00/17:00 - 22:00/月/定休日 ■ 営業時間/【夜】17:00～22:00 ※予約のみ※,予約可,"￥5,000～￥5,999","￥1,000～￥1,999",2000年5月
17001063,ボングー,パン、ケーキ,3.2,31,https://tabelog.com/ishikawa/A1701/A170102/17001063/,石川県/河北郡内灘町/字向陽台1丁目213,36.6391866371109,136.63675062625452,月・火・金・土・日/07:00 - 19:00/水・木/定休日,予約可,-,-,
17000398,和乃食はねや,日本料理,3.17,39,https://tabelog.com/ishikawa/A1701/A170102/17000398/,石川県/河北郡内灘町/向陽台/1-12,36.635381936306956,136.6336341950565,月/11:20 - 14:20/L.O. 14:00/火/11:20 - 14:00/L.O. 13:40/水・木・金・土・日/11:20 - 14:00/L.O. 13:40/17:30 - 21:50/L.O. 21:30/祝日・祝前日/11:20 - 14:20/L.O. 14:00/17:00 - 21:20/L.O. 21:00 ■ 定休日/無休 (年末年始を除く),予約可,"￥5,000～￥5,999","￥1,000～￥1,999",1999年7月1日
17008548,内灘サンセットパーク,道の駅,3.16,20,https://tabelog.com/ishikawa/A1701/A170102/17008548/,石川県/河北郡内灘町/字大学1-4-1,36.65892263629697,136.6492531952833,09:00 - 18:00 ■ 定休日/年中無休(年末年始のみ休み),予約不可,-,-,
17013526,Horita PICNIC,弁当、カフェ,3.13,17,https://tabelog.com/ishikawa/A1701/A170102/17013526/,石川県/河北郡内灘町/大学/1-4-1/道の駅 内灘サンセットパーク,36.659292237101994,136.64888079644905,,予約不可,-,-,
17014597,Maison de Ako,ビストロ,0.0,8,https://tabelog.com/ishikawa/A1701/A170102/17014597/,石川県/河北郡内灘町/向陽台/1-17-1,36.6357019771122,136.6338816662213,火・水・木・日/10:30 - 15:00/L.O. 料理14:00/金・土/18:00 - 23:00/月/定休日,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",2024年4月
17007326,鳥珍や 内灘店,鳥料理,3.01,6,https://tabelog.com/ishikawa/A1701/A170102/17007326/,石川県/河北郡内灘町/大根布/6丁目109,36.64956064710664,136.64405448635415,火・水・木・金・土・日/18:00 - 02:00/L.O. 01:00/月/定休日,予約可,-,-,
17002718,勝烈 はまゆう,とんかつ,3.01,3,https://tabelog.com/ishikawa/A1701/A170102/17002718/,石川県/河北郡内灘町/大根布/7-133-1,36.65224217710542,136.6455669763802,月・火・水・木・金・土/18:00 - 23:00/日/定休日 ■ 営業時間/18:00～23:00頃（マスターの体調と客足次第）,,-,-,
17013292,ほっともっと 内灘店,弁当,3.01,3,https://tabelog.com/ishikawa/A1701/A170102/17013292/,石川県/河北郡内灘町/大根布/7-122,36.65100428710593,136.64469871636828,10:00 - 21:00,予約可,～￥999,～￥999,
17014826,ひまわり堂,ケーキ、カレー,0.0,1,https://tabelog.com/ishikawa/A1701/A170102/17014826/,石川県/河北郡内灘町/大根布/7-68,36.65144134710618,136.64636567637152,木・金・土・日/11:00 - 17:00/月・火・水/定休日,,-,-,2024年9月12日
17015428,うまし,その他,0.0,1,https://tabelog.com/ishikawa/A1701/A170102/17015428/,石川県/河北郡内灘町/大根布/7-121/タイガー薬局,36.650812537106034,136.6446116963664,月・火・水・木・金/09:00 - 12:00/14:00 - 17:00/土/09:00 - 13:00/日/定休日,,-,-,2025年8月1日
17001638,満理紅,中華料理,0.0,1,https://tabelog.com/ishikawa/A1701/A170102/17001638/,石川県/河北郡内灘町/大根布/6-69-11,36.64887425710697,136.64373248634746,,,-,-,
17013021,自家焙煎工房 ひだまり,カフェ、喫茶店、スイーツ,0.0,1,https://tabelog.com/ishikawa/A1701/A170102/17013021/,石川県/河北郡内灘町/大根布/と202-5/社会福祉法人 うちなだの里,36.64947841299256,136.63948664086502,月・火・木・金/10:00 - 15:00/水/10:00 - 13:00/土・日・祝日/定休日,,-,-,
17015349,みのりの食卓 客楽多,喫茶店、バー,0.0,1,https://tabelog.com/ishikawa/A1701/A170102/17015349/,石川県/河北郡内灘町/大根布/6-69-3,36.64830554105778,136.6432932454158,,,-,-,
17005835,なべちゃん,居酒屋,0.0, - ,https://tabelog.com/ishikawa/A1701/A170102/17005835/,石川県/河北郡内灘町/大根布/7-52,36.65164663630112,136.6477278952109,,,-,-,
17002006,よし,焼肉,0.0, - ,https://tabelog.com/ishikawa/A1701/A170102/17002006/,石川県/河北郡内灘町/大根布/6-110,36.649713184827895,136.6440190425291,,,-,-,
17003435,いさり火,レストラン,0.0, - ,https://tabelog.com/ishikawa/A1701/A170102/17003435/,石川県/河北郡内灘町/大根布/7-127-1,36.65157911840687,136.64502691735865,,,-,-,
17000176,ミンライ,中華料理、ラーメン,3.34,59,https://tabelog.com/ishikawa/A1701/A170102/17000176/,石川県/河北郡内灘町/向陽台/1-1-4,36.63491698711254,136.6333782062137,月・火・水・木・金・土/11:25 - 14:00/日/定休日,予約可,"￥1,000～￥1,999","￥1,000～￥1,999",
17000398,和乃食はねや,日本料理,3.2,39,https://tabelog.com/ishikawa/A1701/A170102/17000398/,石川県/河北郡内灘町/向陽台/1-12,36.635381936306956,136.6336341950565,月/11:20 - 14:20/L.O. 14:00/火/11:20 - 14:00/L.O. 13:40/水・木・金・土・日/11:20 - 14:00/L.O. 13:40/17:30 - 21:50/L.O. 21:30/祝日・祝前日/11:20 - 14:20/L.O. 14:00/17:00 - 21:20/L.O. 21:00 ■ 定休日/無休 (年末年始を除く),予約可,"￥5,000～￥5,999","￥1,000～￥1,999",1999年7月1日
17014597,Maison de Ako,ビストロ,3.13,8,https://tabelog.com/ishikawa/A1701/A170102/17014597/,石川県/河北郡内灘町/向陽台/1-17-1,36.6357019771122,136.6338816662213,火・水・木・日/10:30 - 15:00/L.O. 料理14:00/金・土/18:00 - 23:00/月/定休日,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",2024年4月
17000375,内灘市場,居酒屋、焼き鳥,3.04,5,https://tabelog.com/ishikawa/A1701/A170102/17000375/,石川県/河北郡内灘町/向陽台/1-76,36.6358347471115,136.631950936224,火・水・木・金・土・日/17:00 - 00:00/L.O. 23:30/月/定休日,予約可,-,-,
17005556,炭火焼鳥 居酒屋 しんちゃん,居酒屋、ホルモン、焼き鳥,3.03,2,https://tabelog.com/ishikawa/A1701/A170102/17005556/,石川県/河北郡内灘町/向陽台/1-186/シティハウスジョイ １Ｆ,36.63869303711063,136.6348842562508,■ 営業時間/コロナ過の影響により、予約が有りましたら21時以降でも入店を受け入れ終日営業していますが、予約が無い場合早期閉店しております。/遅く来られる際は、是非、事前にご予約して下さい。/早くコロナが終息して賑わいが戻って欲しい物です。/■定休日/火曜日,予約可,"￥4,000～￥4,999",-,2009年8月8日
17011652,ジュゲゾウ カフェ 内灘店,スイーツ、クレープ・ガレット,3.02,3,https://tabelog.com/ishikawa/A1701/A170102/17011652/,石川県/河北郡内灘町/向陽台/1-198,36.637653036306084,136.63547789507814,月・火・水・木・土・日/11:30 - 20:30/金/定休日,,-,～￥999,
17011623,ミーノ,カフェ,3.02,1,https://tabelog.com/ishikawa/A1701/A170102/17011623/,石川県/河北郡内灘町/向陽台/1-219,36.63990434711058,136.63716904626145,月・火・水・木・金/11:00 - 16:00/土・日・祝日/定休日,,-,～￥999,
17014991,居酒屋 あぐり,居酒屋,3.02,1,https://tabelog.com/ishikawa/A1701/A170102/17014991/,石川県/河北郡内灘町/向陽台/1-182/UMESHINビル 1F,36.638977957110285,136.634394186254,月・火・水・木・金・土/18:00 - 00:00/日/定休日,,-,-,
17003518,たこやきはうす,たこ焼き,3.01,1,https://tabelog.com/ishikawa/A1701/A170102/17003518/,石川県/河北郡内灘町/向陽台/1-10,36.635068327112485,136.63350817621517,火・水・木・金・土・日/11:00 - 19:00/月/定休日,,-,～￥999,
17003709,志のぶ,おでん,0.0, - ,https://tabelog.com/ishikawa/A1701/A170102/17003709/,石川県/河北郡内灘町/向陽台/2-11-1,36.636695077110645,136.63098593623337,,予約可,-,-,
17002254,味処ゆき味,日本料理,0.0, - ,https://tabelog.com/ishikawa/A1701/A170102/17002254/,石川県/河北郡内灘町/向陽台/1-186,36.638691985595386,136.6348425231852,,,-,-,
17001070,夢ミルク館,ジェラート・アイスクリーム,3.33,49,https://tabelog.com/ishikawa/A1701/A170102/17001070/,石川県/河北郡内灘町/湖西/243,36.66841713710623,136.6803730965192,■10:00～17:00(pm5時まで）/■11月・２月は16：00(pm4時まで)/(2月は土日祝のみ営業),予約不可,-,-,
17008024,ポコ ア ポコ,ジェラート・アイスクリーム,3.11,15,https://tabelog.com/ishikawa/A1701/A170101/17008024/,石川県/河北郡内灘町/湖西/316,36.68013420710198,136.6904082866305,■ 営業時間/10:00～夕暮れまで/■定休日/日曜・月曜,,-,-,
17009242,らーめん la.la.la.,ラーメン,3.36,84,https://tabelog.com/ishikawa/A1701/A170102/17009242/,石川県/河北郡内灘町/向粟崎/5-247/ミリオン内灘店,36.63670617827925,136.6400746800854,火・水・木・金・土・日/11:30 - 14:30/17:30 - 21:30/L.O. 21:00/月/定休日 第三火曜日定休,予約不可,～￥999,"￥1,000～￥1,999",2014年10月23日
17000176,ミンライ,中華料理、ラーメン,3.34,59,https://tabelog.com/ishikawa/A1701/A170102/17000176/,石川県/河北郡内灘町/向陽台/1-1-4,36.63491698711254,136.6333782062137,月・火・水・木・金・土/11:25 - 14:00/日/定休日,予約可,"￥1,000～￥1,999","￥1,000～￥1,999",
17013529,八百屋のスイーツ Horita 205 内灘店,ケーキ、ソフトクリーム、カフェ,3.25,31,https://tabelog.com/ishikawa/A1701/A170102/17013529/,石川県/河北郡内灘町/字大学1-4-1,36.65931505710203,136.64901655644923,09:00 - 19:00,,-,"￥1,000～￥1,999",
17001088,はづ貴,カレー、食堂,3.21,51,https://tabelog.com/ishikawa/A1701/A170102/17001088/,石川県/河北郡内灘町/鶴ヶ丘4-1-159,36.644081636302396,136.6366788951422,火・水・木・金・土・日/11:00 - 15:00/17:00 - 22:00/月/定休日 ■ 営業時間/【夜】17:00～22:00 ※予約のみ※,予約可,"￥5,000～￥5,999","￥1,000～￥1,999",2000年5月
17001063,ボングー,パン、ケーキ,3.21,31,https://tabelog.com/ishikawa/A1701/A170102/17001063/,石川県/河北郡内灘町/字向陽台1丁目213,36.6391866371109,136.63675062625452,月・火・金・土・日/07:00 - 19:00/水・木/定休日,予約可,-,-,
17000398,和乃食はねや,日本料理,3.2,39,https://tabelog.com/ishikawa/A1701/A170102/17000398/,石川県/河北郡内灘町/向陽台/1-12,36.635381936306956,136.6336341950565,月/11:20 - 14:20/L.O. 14:00/火/11:20 - 14:00/L.O. 13:40/水・木・金・土・日/11:20 - 14:00/L.O. 13:40/17:30 - 21:50/L.O. 21:30/祝日・祝前日/11:20 - 14:20/L.O. 14:00/17:00 - 21:20/L.O. 21:00 ■ 定休日/無休 (年末年始を除く),予約可,"￥5,000～￥5,999","￥1,000～￥1,999",1999年7月1日
17008548,内灘サンセットパーク,道の駅,3.17,20,https://tabelog.com/ishikawa/A1701/A170102/17008548/,石川県/河北郡内灘町/字大学1-4-1,36.65892263629697,136.6492531952833,09:00 - 18:00 ■ 定休日/年中無休(年末年始のみ休み),予約不可,-,-,
17013526,Horita PICNIC,弁当、カフェ,3.16,17,https://tabelog.com/ishikawa/A1701/A170102/17013526/,石川県/河北郡内灘町/大学/1-4-1/道の駅 内灘サンセットパーク,36.659292237101994,136.64888079644905,,予約不可,-,-,
17014597,Maison de Ako,ビストロ,3.13,8,https://tabelog.com/ishikawa/A1701/A170102/17014597/,石川県/河北郡内灘町/向陽台/1-17-1,36.6357019771122,136.6338816662213,火・水・木・日/10:30 - 15:00/L.O. 料理14:00/金・土/18:00 - 23:00/月/定休日,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",2024年4月
17012747,iWAFFLE cafe,カフェ,3.1,11,https://tabelog.com/ishikawa/A1701/A170102/17012747/,石川県/河北郡内灘町/白帆台/1-428,36.67239016709594,136.6560061365764,10:00 - 18:00,予約不可,-,"￥1,000～￥1,999",
17006902,ガーデンカフェ・シンフォニー　Ｓｙｍｐｈｏｎｙ,洋食、カフェ,3.01,1,https://tabelog.com/ishikawa/A1701/A170102/17006902/,石川県/河北郡内灘町/白帆台/2-89-1,36.672195981766365,136.6573152857765,木・金・土/11:30 - 17:00/月・火・水・日/定休日,,-,-,
17008288,キナゴマ,カフェ,3.01,1,https://tabelog.com/ishikawa/A1701/A170102/17008288/,石川県/河北郡内灘町/白帆台/1-435,36.671802536291274,136.65702999540792,月・金・土・日/11:30 - 18:00/火・水・木/定休日,,-,-,
17005475,カフェ ド マル,カフェ、喫茶店,3.0,6,https://tabelog.com/ishikawa/A1701/A170102/17005475/,石川県/河北郡内灘町/白帆台/2-94,36.672550557096,136.6565199065776,水・木・金/11:00 - 17:30/土・日・祝日/11:00 - 18:00/月・火/定休日 ■ 定休日/月曜日・火曜日(祝日の場合は営業)/■台風や大雪、その他災害等により、予告なく臨時休業や営業時間を変更させていただく場合がございます。,予約可,-,～￥999,2008年11月
17009242,らーめん la.la.la.,ラーメン,3.36,84,https://tabelog.com/ishikawa/A1701/A170102/17009242/,石川県/河北郡内灘町/向粟崎/5-247/ミリオン内灘店,36.63670617827925,136.6400746800854,火・水・木・金・土・日/11:30 - 14:30/17:30 - 21:30/L.O. 21:00/月/定休日 第三火曜日定休,予約不可,～￥999,"￥1,000～￥1,999",2014年10月23日
17000176,ミンライ,中華料理、ラーメン,3.34,59,https://tabelog.com/ishikawa/A1701/A170102/17000176/,石川県/河北郡内灘町/向陽台/1-1-4,36.63491698711254,136.6333782062137,月・火・水・木・金・土/11:25 - 14:00/日/定休日,予約可,"￥1,000～￥1,999","￥1,000～￥1,999",
17001070,夢ミルク館,ジェラート・アイスクリーム,3.33,49,https://tabelog.com/ishikawa/A1701/A170102/17001070/,石川県/河北郡内灘町/湖西/243,36.66841713710623,136.6803730965192,■10:00～17:00(pm5時まで）/■11月・２月は16：00(pm4時まで)/(2月は土日祝のみ営業),予約不可,-,-,
17013529,八百屋のスイーツ Horita 205 内灘店,ケーキ、ソフトクリーム、カフェ,3.25,31,https://tabelog.com/ishikawa/A1701/A170102/17013529/,石川県/河北郡内灘町/字大学1-4-1,36.65931505710203,136.64901655644923,09:00 - 19:00,,-,"￥1,000～￥1,999",
17001088,はづ貴,カレー、食堂,3.21,51,https://tabelog.com/ishikawa/A1701/A170102/17001088/,石川県/河北郡内灘町/鶴ヶ丘4-1-159,36.644081636302396,136.6366788951422,火・水・木・金・土・日/11:00 - 15:00/17:00 - 22:00/月/定休日 ■ 営業時間/【夜】17:00～22:00 ※予約のみ※,予約可,"￥5,000～￥5,999","￥1,000～￥1,999",2000年5月
17001063,ボングー,パン、ケーキ,3.21,31,https://tabelog.com/ishikawa/A1701/A170102/17001063/,石川県/河北郡内灘町/字向陽台1丁目213,36.6391866371109,136.63675062625452,月・火・金・土・日/07:00 - 19:00/水・木/定休日,予約可,-,-,
17000398,和乃食はねや,日本料理,3.2,39,https://tabelog.com/ishikawa/A1701/A170102/17000398/,石川県/河北郡内灘町/向陽台/1-12,36.635381936306956,136.6336341950565,月/11:20 - 14:20/L.O. 14:00/火/11:20 - 14:00/L.O. 13:40/水・木・金・土・日/11:20 - 14:00/L.O. 13:40/17:30 - 21:50/L.O. 21:30/祝日・祝前日/11:20 - 14:20/L.O. 14:00/17:00 - 21:20/L.O. 21:00 ■ 定休日/無休 (年末年始を除く),予約可,"￥5,000～￥5,999","￥1,000～￥1,999",1999年7月1日
17008548,内灘サンセットパーク,道の駅,3.17,20,https://tabelog.com/ishikawa/A1701/A170102/17008548/,石川県/河北郡内灘町/字大学1-4-1,36.65892263629697,136.6492531952833,09:00 - 18:00 ■ 定休日/年中無休(年末年始のみ休み),予約不可,-,-,
17013526,Horita PICNIC,弁当、カフェ,3.16,17,https://tabelog.com/ishikawa/A1701/A170102/17013526/,石川県/河北郡内灘町/大学/1-4-1/道の駅 内灘サンセットパーク,36.659292237101994,136.64888079644905,,予約不可,-,-,
17014597,Maison de Ako,ビストロ,3.13,8,https://tabelog.com/ishikawa/A1701/A170102/17014597/,石川県/河北郡内灘町/向陽台/1-17-1,36.6357019771122,136.6338816662213,火・水・木・日/10:30 - 15:00/L.O. 料理14:00/金・土/18:00 - 23:00/月/定休日,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",2024年4月
17002008,とり重,焼肉,3.03,5,https://tabelog.com/ishikawa/A1701/A170102/17002008/,石川県/河北郡内灘町/大清台/267,36.650071147105685,136.6420669063607,,,-,-,
17002007,華華華,焼肉,3.02,3,https://tabelog.com/ishikawa/A1701/A170102/17002007/,石川県/河北郡内灘町/大清台/101-1,36.65211562710495,136.64382418638013,月・火・水・金・土・日/16:30 - 23:00/L.O. 22:30/木/定休日,予約可,-,-,
17014435,中居精肉店,その他,3.36, - ,https://tabelog.com/ishikawa/A1701/A170102/17014435/,石川県/河北郡内灘町/大清台/143-1,36.6501598471062,136.64388030636033,,,-,-,
17009242,らーめん la.la.la.,ラーメン,3.34,84,https://tabelog.com/ishikawa/A1701/A170102/17009242/,石川県/河北郡内灘町/向粟崎/5-247/ミリオン内灘店,36.63670617827925,136.6400746800854,火・水・木・金・土・日/11:30 - 14:30/17:30 - 21:30/L.O. 21:00/月/定休日 第三火曜日定休,予約不可,～￥999,"￥1,000～￥1,999",2014年10月23日
17000176,ミンライ,中華料理、ラーメン,3.33,59,https://tabelog.com/ishikawa/A1701/A170102/17000176/,石川県/河北郡内灘町/向陽台/1-1-4,36.63491698711254,136.6333782062137,月・火・水・木・金・土/11:25 - 14:00/日/定休日,予約可,"￥1,000～￥1,999","￥1,000～￥1,999",
17001070,夢ミルク館,ジェラート・アイスクリーム,3.25,49,https://tabelog.com/ishikawa/A1701/A170102/17001070/,石川県/河北郡内灘町/湖西/243,36.66841713710623,136.6803730965192,■10:00～17:00(pm5時まで）/■11月・２月は16：00(pm4時まで)/(2月は土日祝のみ営業),予約不可,-,-,
17013529,八百屋のスイーツ Horita 205 内灘店,ケーキ、ソフトクリーム、カフェ,3.21,31,https://tabelog.com/ishikawa/A1701/A170102/17013529/,石川県/河北郡内灘町/字大学1-4-1,36.65931505710203,136.64901655644923,09:00 - 19:00,,-,"￥1,000～￥1,999",
17001088,はづ貴,カレー、食堂,3.21,51,https://tabelog.com/ishikawa/A1701/A170102/17001088/,石川県/河北郡内灘町/鶴ヶ丘4-1-159,36.644081636302396,136.6366788951422,火・水・木・金・土・日/11:00 - 15:00/17:00 - 22:00/月/定休日 ■ 営業時間/【夜】17:00～22:00 ※予約のみ※,予約可,"￥5,000～￥5,999","￥1,000～￥1,999",2000年5月
17001063,ボングー,パン、ケーキ,3.2,31,https://tabelog.com/ishikawa/A1701/A170102/17001063/,石川県/河北郡内灘町/字向陽台1丁目213,36.6391866371109,136.63675062625452,月・火・金・土・日/07:00 - 19:00/水・木/定休日,予約可,-,-,
17000398,和乃食はねや,日本料理,3.17,39,https://tabelog.com/ishikawa/A1701/A170102/17000398/,石川県/河北郡内灘町/向陽台/1-12,36.635381936306956,136.6336341950565,月/11:20 - 14:20/L.O. 14:00/火/11:20 - 14:00/L.O. 13:40/水・木・金・土・日/11:20 - 14:00/L.O. 13:40/17:30 - 21:50/L.O. 21:30/祝日・祝前日/11:20 - 14:20/L.O. 14:00/17:00 - 21:20/L.O. 21:00 ■ 定休日/無休 (年末年始を除く),予約可,"￥5,000～￥5,999","￥1,000～￥1,999",1999年7月1日
17008548,内灘サンセットパーク,道の駅,3.16,20,https://tabelog.com/ishikawa/A1701/A170102/17008548/,石川県/河北郡内灘町/字大学1-4-1,36.65892263629697,136.6492531952833,09:00 - 18:00 ■ 定休日/年中無休(年末年始のみ休み),予約不可,-,-,
17013526,Horita PICNIC,弁当、カフェ,3.13,17,https://tabelog.com/ishikawa/A1701/A170102/17013526/,石川県/河北郡内灘町/大学/1-4-1/道の駅 内灘サンセットパーク,36.659292237101994,136.64888079644905,,予約不可,-,-,
17014597,Maison de Ako,ビストロ,0.0,8,https://tabelog.com/ishikawa/A1701/A170102/17014597/,石川県/河北郡内灘町/向陽台/1-17-1,36.6357019771122,136.6338816662213,火・水・木・日/10:30 - 15:00/L.O. 料理14:00/金・土/18:00 - 23:00/月/定休日,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",2024年4月
17013526,Horita PICNIC,弁当、カフェ,3.16,17,https://tabelog.com/ishikawa/A1701/A170102/17013526/,石川県/河北郡内灘町/大学/1-4-1/道の駅 内灘サンセットパーク,36.659292237101994,136.64888079644905,,予約不可,-,-,
